9373	独神汤
11304	附子
16842	解疮散
11253	附子
18726	鹿角霜
11454	返精丸
7307	白散
7565	保应丸
11323	附子
11753	风气药酒
20054	两止汤
7056	白散
11570	附苓丸
8858	雌鸡散
9669	当归
13396	黄连
16935	集圣汤
11021	儿枕散
11518	茯苓糕
11752	风油膏
7152	搏金散
9691	当归
13874	狐骨散
13494	黄连
14726	回阳酒
18338	枯矾
9704	当归
12822	葛根
14449	活血洒
14950	和中煎
15696	金水两资汤
19779	立极汤
6931	白汤
13094	干咯散
16620	荆术散
6672	败草散
19256	荔枝散
10572	疔膏
24569	佐金丸
19449	狸骨散
9617	当归
19424	离中丹
20114	麻黄酒
16427	金药
10112	豆酒
15236	回脓散
22669	痛经丸
16814	解骨丸
14452	活血洒
17976	济阳汤
19750	立金汤
11330	附子
7317	拔针散
16923	巨胜散
13852	褐丸
7519	宝灵丹
7030	拔毒糕
7509	宝珍丸
17077	榉皮汤
13512	黄连
9607	当归
10268	大温经丸
19344	离济膏
15326	鸡矢醴
15863	解余汤
19154	蜡茶丸
13550	黄连
20053	凉肢散
20908	青黄散
11310	附子
22455	三白汤
11092	二生膏
9683	当归
16892	急救散
16784	解风汤
13109	桂丸
13435	黄连
16194	鸡白散
20742	青蒿
8017	蟾蝎散
14982	唅化丸
18846	雷丸
23411	薤白散
9858	定沸汤
16640	济急丹
13914	虎杖
16469	积串
12963	桂耆汤
16371	稷香丸
13501	黄连
11264	附子
15061	滑石
15636	金真丸
10576	钓痰膏
13911	虎杖
17079	椒丸
6971	白鹅
19634	练花粉
16245	菊精丸
13148	固神丸
18032	僵蚕
10475	大丸
13778	黄散
2640	补液丹
9542	敌痰丸
9722	当归
16550	橘皮饮子
21181	七生圆
12969	归荆散
11088	二炁方
12041	扶元汤
23816	益智汤
11835	枫膏
